1;1
101;268
201;588
301;858
401;1270
501;1466
601;1866
701;2064
801;2393
901;2698
1001;3028
1101;3275
1201;3668
1301;3949
1401;4075
1501;4663
1601;5000
1701;5087
1801;5376
1901;5598
2001;6201
2101;6366
2201;6628
2301;6919
2401;7091
2501;7545
2601;7840
2701;7889
2801;8308
2901;8542
3001;8928
3101;9434
3201;9595
3301;10053
3401;10109
3501;10467
3601;10788
3701;11285
3801;11428
3901;11697
4001;11760
4101;12030
4201;12385
4301;13283
4401;13210
4501;13590
4601;14079
4701;13908
4801;14446
4901;14537
5001;14539
5101;15164
5201;15405
5301;15808
5401;16185
5501;16884
5601;16422
5701;17127
5801;17117
5901;17599
6001;17906
6101;18259
6201;18554
6301;18795
6401;19143
6501;19953
6601;19712
6701;20102
6801;20248
6901;20356
7001;21071
7101;21171
7201;21629
7301;21766
7401;22077
7501;22265
7601;22937
7701;22941
7801;23337
7901;23359
8001;23697
8101;24175
8201;24372
8301;24368
8401;25100
8501;25486
8601;25861
8701;25715
8801;26157
8901;26127
9001;26827
9101;26938
9201;27631
9301;27517
9401;28051
9501;28499
9601;28891
9701;28859
9801;29550
9901;29593
10001;30223
