1;1
101;162
201;297
301;477
401;622
501;765
601;941
701;1093
801;1187
901;1401
1001;1518
1101;1675
1201;1856
1301;1999
1401;2191
1501;2324
1601;2441
1701;2693
1801;2789
1901;2873
2001;3090
2101;3366
2201;3395
2301;3570
2401;3675
2501;3859
2601;3946
2701;4182
2801;4342
2901;4420
3001;4604
3101;4802
3201;4963
3301;5222
3401;5255
3501;5459
3601;5476
3701;5823
3801;5987
3901;6136
4001;6216
4101;6377
4201;6429
4301;6675
4401;6821
4501;6983
4601;7094
4701;7442
4801;7470
4901;7703
5001;7768
5101;7947
5201;8099
5301;8283
5401;8443
5501;8550
5601;8715
5701;8833
5801;8882
5901;9294
6001;9278
6101;9473
6201;9607
6301;9748
6401;9984
6501;10161
6601;10207
6701;10488
6801;10684
6901;10665
7001;10708
7101;10859
7201;10953
7301;11224
7401;11244
7501;11619
7601;11872
7701;11837
7801;12095
7901;12441
8001;12367
8101;12636
8201;12846
8301;12803
8401;12974
8501;13137
8601;13241
8701;13506
8801;13547
8901;13870
9001;13933
9101;13992
9201;14176
9301;14307
9401;14529
9501;14660
9601;14767
9701;14921
9801;15155
9901;15278
10001;15561
