1;0
101;95
201;219
301;337
401;444
501;553
601;688
701;835
801;962
901;1086
1001;1186
1101;1305
1201;1421
1301;1513
1401;1604
1501;1734
1601;1830
1701;1942
1801;2041
1901;2133
2001;2239
2101;2320
2201;2423
2301;2524
2401;2635
2501;2734
2601;2850
2701;2959
2801;3093
2901;3209
3001;3335
3101;3436
3201;3524
3301;3644
3401;3730
3501;3823
3601;3918
3701;4018
3801;4115
3901;4225
4001;4312
4101;4420
4201;4522
4301;4648
4401;4753
4501;4866
4601;4970
4701;5063
4801;5130
4901;5248
5001;5339
5101;5441
5201;5558
5301;5638
5401;5784
5501;5876
5601;5960
5701;6048
5801;6154
5901;6304
6001;6386
6101;6479
6201;6552
6301;6655
6401;6800
6501;6919
6601;7003
6701;7104
6801;7148
6901;7096
7001;7208
7101;7296
7201;7445
7301;7585
7401;7695
7501;7787
7601;8058
7701;8171
7801;8224
7901;8302
8001;8344
8101;8320
8201;8430
8301;8507
8401;8591
8501;8836
8601;8991
8701;8901
8801;8851
8901;8978
9001;9150
9101;9161
9201;9046
9301;9246
9401;9563
9501;9625
9601;9734
9701;9845
9801;9965
9901;9981
10001;10000
