1;0
101;54
201;111
301;172
401;234
501;286
601;359
701;430
801;488
901;546
1001;602
1101;659
1201;714
1301;780
1401;828
1501;894
1601;940
1701;1008
1801;1064
1901;1113
2001;1172
2101;1225
2201;1293
2301;1355
2401;1417
2501;1466
2601;1528
2701;1585
2801;1651
2901;1719
3001;1769
3101;1834
3201;1892
3301;1961
3401;2023
3501;2079
3601;2134
3701;2183
3801;2238
3901;2297
4001;2338
4101;2373
4201;2434
4301;2492
4401;2559
4501;2603
4601;2662
4701;2707
4801;2735
4901;2794
5001;2853
5101;2925
5201;2979
5301;3046
5401;3178
5501;3258
5601;3323
5701;3378
5801;3441
5901;3415
6001;3452
6101;3534
6201;3587
6301;3645
6401;3798
6501;3884
6601;3935
6701;3998
6801;4012
6901;3991
7001;4040
7101;4102
7201;4144
7301;4188
7401;4247
7501;4311
7601;4441
7701;4504
7801;4570
7901;4631
8001;4691
8101;4763
8201;4821
8301;4872
8401;4923
8501;4969
8601;5026
8701;5082
8801;5124
8901;5142
9001;5150
9101;5244
9201;5342
9301;5391
9401;5429
9501;5475
9601;5549
9701;5628
9801;5721
9901;5761
10001;5811
